"Hotel Name "," Hotel Id "," Room Type "," Booking id "," Customer Name "," Phone "," Email "," Booking Time "," Booking Date "," Check In "," Status "," Room Rent "," Down Payment "," Amount Due "," Dispute "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1464507877 "," Hjjh "," Gjiu "," Hijg"," 15:44:37 "," 29/05/2016 "," 29/05/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1464495280 "," Des "," Dcgg "," Dff"," 12:14:40 "," 29/05/2016 "," 29/05/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1464495024 "," Ggfd "," Hddfg "," Fdf@dfg"," 12:10:24 "," 29/05/2016 "," 29/05/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1464451424 "," asdf "," asdf "," asdf"," 00:03:44 "," 29/05/2016 "," 28/05/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 ","  "," SPK1463974447 ","  ","  "," "," 11:34:07 "," 23/05/2016 "," 23/05/2016 "," Confirm "," HK$500.00 "," HK$0.00 "," HK$500 "," "
"eLog Inn (A Day Hotel) ","2 ","  "," SPK1463715002 ","  ","  "," "," 11:30:02 "," 20/05/2016 "," 20/05/2016 "," Confirm "," HK$500.00 "," HK$0.00 "," HK$500 "," "
"eLog Inn (A Day Hotel) ","2 ","  "," SPK1463639989 "," this "," 1234567 "," is_a_new_test"," 14:39:49 "," 19/05/2016 "," 19/05/2016 "," Confirm "," HK$500.00 "," HK$0.00 "," HK$500 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1463639434 "," qwer "," qwer "," qwer"," 14:30:34 "," 19/05/2016 "," 19/05/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1463478180 "," safsda "," fdsafdsa "," dasf"," 17:43:00 "," 17/05/2016 "," 17/05/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1461413579 "," marcoxxx "," 94606991 "," marcohung@gmail.com"," 20:12:59 "," 23/04/2016 "," 23/04/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1460987593 "," marco "," faweaffeaw "," 123"," 21:53:13 "," 18/04/2016 "," 18/04/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1460987534 "," marco "," 123 "," email"," 21:52:14 "," 18/04/2016 "," 18/04/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1460987492 "," marco "," 123 "," email"," 21:51:32 "," 18/04/2016 "," 18/04/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1460987454 "," marco "," 123 "," email"," 21:50:54 "," 18/04/2016 "," 18/04/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1460987409 "," marco "," 123 "," email"," 21:50:09 "," 18/04/2016 "," 18/04/2016 "," Confirm "," HK$500.00 "," HK$100.00 "," HK$400 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1460987367 "," marco "," 123 "," email"," 21:49:27 "," 18/04/2016 "," 18/04/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1460987318 "," marco "," 123 "," email"," 21:48:38 "," 18/04/2016 "," 18/04/2016 "," Confirm "," HK$500.00 "," HK$100.00 "," HK$400 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1460987273 "," marco "," 123 "," email"," 21:47:53 "," 18/04/2016 "," 18/04/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1460987240 "," marco "," 123 "," email"," 21:47:20 "," 18/04/2016 "," 18/04/2016 "," Confirm "," HK$500.00 "," HK$100.00 "," HK$400 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1460987178 "," marco "," 123 "," email"," 21:46:18 "," 18/04/2016 "," 18/04/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1460986560 "," marco "," 123 "," email"," 21:36:00 "," 18/04/2016 "," 18/04/2016 "," Confirm "," HK$500.00 "," HK$100.00 "," HK$400 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1460985526 "," Ricky "," 12345678 "," sf@sdf.com"," 21:18:46 "," 18/04/2016 "," 18/04/2016 "," Confirm "," HK$500.00 "," HK$100.00 "," HK$400 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1460985433 "," Ricky "," 12345678 "," sf@sdf.com"," 21:17:13 "," 18/04/2016 "," 18/04/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1460967660 "," Chris "," 12345678 "," Hihi@hihi.com"," 16:21:00 "," 18/04/2016 "," 18/04/2016 "," Check Out "," HK$500.00 "," HK$100.00 "," HK$400 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1460867551 "," Kkj "," +85294606991 "," marcohung@gmail.com"," 12:32:31 "," 17/04/2016 "," 17/04/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1460472738 "," x\""," AND 1=(SELECT COUNT(*) FROM tabname)"," -- "," qwer "," x\""," DROP TABLE ?"," 22:52:18 "," 12/04/2016 "," 12/04/2016 "," Confirm "," HK$100.00 "," HK$20.00 "," HK$80 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1460472368 "," x&\u0022"," AND 1=(SELECT COUNT(*) FROM tabname)"," -- "," qwer "," qwer"," 22:46:08 "," 12/04/2016 "," 12/04/2016 "," Confirm "," HK$100.00 "," HK$20.00 "," HK$80 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1460472128 "," x'"," AND 1=(SELECT COUNT(*) FROM tabname)"," -- "," asdf "," asdf"," 22:42:08 "," 12/04/2016 "," 12/04/2016 "," Confirm "," HK$100.00 "," HK$20.00 "," HK$80 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1460471741 "," a""","drop table ? "," qwer "," qwer"," 22:35:41 "," 12/04/2016 "," 12/04/2016 "," Confirm "," HK$100.00 "," HK$20.00 "," HK$80 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1460183935 "," 1 "," Q "," Q"," 14:38:55 "," 09/04/2016 "," 09/04/2016 "," Confirm "," HK$100.00 "," HK$20.00 "," HK$80 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459705480 "," marco "," 12345678 "," marcohung@gmail.com"," 01:44:41 "," 04/04/2016 "," 03/04/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459657494 "," Sjjs "," Sjsh "," Ahha"," 12:24:54 "," 03/04/2016 "," 03/04/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459585999 "," ascac "," sca "," ssca"," 16:33:19 "," 02/04/2016 "," 02/04/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459357899 "," def "," pdfafd "," pdfsdf"," 01:11:39 "," 31/03/2016 "," 30/03/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459263249 "," sda "," 123 "," asd"," 22:54:09 "," 29/03/2016 "," 29/03/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459110796 "," jkjh "," yujkb "," yhjj"," 04:33:16 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459110543 "," dee "," ssss "," ees"," 04:29:03 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$197.00 "," HK$39.40 "," HK$157.6 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459110499 "," dds "," ss "," s"," 04:28:19 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459110452 "," d "," d "," d"," 04:27:32 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459110384 "," ksksk "," nnmmm "," jjkkk"," 04:26:24 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459110121 "," safd "," das "," fdsaf"," 04:22:01 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459109952 "," yuu "," yuj "," yhu"," 04:19:12 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459109856 "," djkdkd "," nnnm "," mmmn"," 04:17:36 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459109734 "," hjj "," ggj "," hhj"," 04:15:34 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459108905 "," jkk "," sjsj "," Marcohung@gmail.com"," 04:01:45 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459108146 "," u "," u "," y"," 03:49:06 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459107644 "," k "," m "," m"," 03:40:44 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459107315 "," fuck "," 12344 "," dddd"," 03:35:15 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459105992 "," t "," t "," y"," 03:13:12 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459105934 "," r "," d "," d"," 03:12:14 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459104805 "," u "," u "," i"," 02:53:25 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459104541 "," Dk "," +61401075786 "," marcohung@gmail.com"," 02:49:01 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459103023 "," ft "," tt "," y"," 02:23:43 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459102659 "," y "," t "," f"," 02:17:39 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459102525 "," h "," y "," g"," 02:15:25 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459102455 "," f "," t "," t"," 02:14:15 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459101598 "," e "," d "," d"," 01:59:58 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1459101544 "," Ghh "," +85294606991 "," Yjju"," 01:59:04 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1459101476 "," marvo "," Andros testing "," hjkkhg"," 01:57:56 "," 28/03/2016 "," 27/03/2016 "," Confirm "," HK$400.00 "," HK$80.00 "," HK$320 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1458969174 "," Ricky "," 92727282 "," hbjhh@"," 13:12:54 "," 26/03/2016 "," 26/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1458967383 "," W "," W "," W"," 12:43:03 "," 26/03/2016 "," 26/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1458965205 "," Qww "," 122 "," Aaw"," 12:06:45 "," 26/03/2016 "," 26/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1458652436 "," jaj "," hhh "," llll"," 21:13:56 "," 22/03/2016 "," 22/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1458577395 "," aaa "," 123 "," aaa"," 00:23:15 "," 22/03/2016 "," 21/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1458359626 "," Q "," 1 "," Q"," 11:53:46 "," 19/03/2016 "," 19/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1458120139 "," abc "," 81234567 "," abc@abc.com"," 17:22:19 "," 16/03/2016 "," 16/03/2016 "," Confirm "," HK$400.00 "," HK$80.00 "," HK$320 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1457757393 "," Yyt "," Tyy "," Tyy"," 12:36:33 "," 12/03/2016 "," 12/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double).Luxury Room - Overnight (Double). "," SPK1457592726 "," tai "," 193847 "," 146@hjs.hk"," 14:52:06 "," 10/03/2016 "," 10/03/2016 "," Confirm "," HK$700.00 "," HK$140.00 "," HK$560 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1457192664 "," Kkbbb "," Mkmm "," Nnmmm"," 23:44:24 "," 05/03/2016 "," 05/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1456890305 "," Ggg "," 123456 "," Ii@gmail.com"," 11:45:05 "," 02/03/2016 "," 02/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1456885913 "," Ghjjt "," Hhh "," Ghjj"," 10:31:53 "," 02/03/2016 "," 02/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1456842805 "," ikbal mondal "," 09062038229 "," ikbal.mondal@bestsoftinc.com"," 22:33:25 "," 01/03/2016 "," 01/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1456841097 "," Hjjjjj "," Ghhu "," Fghh"," 22:04:57 "," 01/03/2016 "," 01/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1456812750 "," dsf "," dsf "," dsaf"," 14:12:30 "," 01/03/2016 "," 01/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1456812713 "," Uyy "," Yyu "," Hhh"," 14:11:53 "," 01/03/2016 "," 01/03/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1456768311 "," Sdfdsaf "," Adffads "," Treatsdsf"," 01:51:51 "," 01/03/2016 "," 29/02/2016 "," Confirm "," HK$500.00 "," HK$100.00 "," HK$400 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1456765627 "," ds "," afsaf "," fdsfd"," 01:07:07 "," 01/03/2016 "," 29/02/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1456634695 ","    Mmmm "," Jnjnlknk "," Lkkljl"," 12:44:55 "," 28/02/2016 "," 28/02/2016 "," Confirm "," HK$200.00 "," HK$40.00 "," HK$160 "," "
