"Hotel Name "," Hotel Id "," Room Type "," Booking id "," Customer Name "," Phone "," Email "," Booking Time "," Booking Date "," Check In "," Status "," Room Rent "," Down Payment "," Amount Due "," Dispute "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1450076730 "," Marco "," 1230945 "," marcohung@gmail.com"," 15:05:43 "," 14/12/2015 "," 14/12/2015 "," Confirm "," HK$400.00 "," HK$0.00 "," HK$400 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1450174710 "," Skdjjj "," Mmm "," Nmmnnn"," 18:18:41 "," 15/12/2015 "," 15/12/2015 "," Confirm "," HK$123.00 "," HK$0.00 "," HK$123 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1450174674 "," Ekejdj "," Djdjdj "," Djdjdj"," 18:18:05 "," 15/12/2015 "," 15/12/2015 "," Confirm "," HK$123.00 "," HK$0.00 "," HK$123 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1450162503 "," afdsaf "," 321215432532 "," dsafdsa@afdsaf.com"," 14:55:18 "," 15/12/2015 "," 15/12/2015 "," Confirm "," HK$123.00 "," HK$0.00 "," HK$123 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1450196156 "," Hkkjn "," Bbnn "," Hnjj"," 00:16:07 "," 16/12/2015 "," 16/12/2015 "," Confirm "," HK$123.00 "," HK$0.00 "," HK$123 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1450244550 "," fdsfds "," 123131 "," 32ew"," 13:42:37 "," 16/12/2015 "," 16/12/2015 "," Confirm "," HK$123.00 "," HK$0.00 "," HK$123 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1450248824 "," fdafda "," safdsafdsa "," 32rewaf"," 14:53:52 "," 16/12/2015 "," 16/12/2015 "," Confirm "," HK$123.00 "," HK$0.00 "," HK$123 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1450496667 "," Marco "," 161618919 "," marcohung@gmail.com"," 11:44:46 "," 19/12/2015 "," 19/12/2015 "," Confirm "," HK$123.00 "," HK$0.00 "," HK$123 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1450853793 "," ikbal "," 9062038229 "," ikbal.mondal@bestsoftinc.com"," 14:56:45 "," 23/12/2015 "," 23/12/2015 "," Confirm "," HK$123.00 "," HK$0.00 "," HK$123 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1450852040 "," ikbal "," 9062038229 "," ikbal.mondal@bestsoftinc.com"," 14:27:32 "," 23/12/2015 "," 23/12/2015 "," Confirm "," HK$123.00 "," HK$0.00 "," HK$123 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1451271919 "," marco "," 1092390214 "," heihei1983@live.hk"," 11:05:33 "," 28/12/2015 "," 28/12/2015 "," Confirm "," HK$123.00 "," HK$0.00 "," HK$123 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1451662567 "," c3 "," 1 "," 1"," 23:36:30 "," 01/01/2016 "," 01/01/2016 "," Confirm "," HK$400.00 "," HK$0.00 "," HK$400 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1451662220 "," c2 "," 1 "," 1"," 23:33:30 "," 01/01/2016 "," 01/01/2016 "," Confirm "," HK$123.00 "," HK$0.00 "," HK$123 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1451661033 "," Yu Wai Kit "," 96441612 "," rickyyu85@gmail.com"," 23:13:39 "," 01/01/2016 "," 01/01/2016 "," Confirm "," HK$123.00 "," HK$0.00 "," HK$123 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1451660861 "," Rixj "," 16189 "," sdf"," 23:07:55 "," 01/01/2016 "," 01/01/2016 "," Confirm "," HK$123.00 "," HK$0.00 "," HK$123 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1451659871 "," sadf "," 16189 "," asdf16"," 22:51:19 "," 01/01/2016 "," 01/01/2016 "," Confirm "," HK$123.00 "," HK$0.00 "," HK$123 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1451658492 "," Chris test "," 12345678 "," Hi@hi.com"," 23:45:42 "," 01/01/2016 "," 01/01/2016 "," Cancel "," HK$123.00 "," HK$0.00 "," HK$123 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1451711107 "," C7 "," 98505506 "," Chrislaw3103@gmail.com"," 13:06:46 "," 02/01/2016 "," 02/01/2016 "," Cancel "," HK$123.00 "," HK$0.00 "," HK$123 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double).Luxury Room - Overnight (Double). "," SPK1451664723 "," c8 "," c "," c"," 00:12:19 "," 02/01/2016 "," 02/01/2016 "," Confirm "," HK$2615.00 "," HK$0.00 "," HK$2615 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double).Luxury Room - Overnight (Double). "," SPK1451664624 "," c7 "," a "," a"," 00:10:43 "," 02/01/2016 "," 02/01/2016 "," Confirm "," HK$523.00 "," HK$0.00 "," HK$523 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1451664543 "," c6 "," a "," a"," 00:09:28 "," 02/01/2016 "," 02/01/2016 "," Confirm "," HK$123.00 "," HK$0.00 "," HK$123 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1451664408 "," c5 "," 1 "," 1"," 00:08:25 "," 02/01/2016 "," 02/01/2016 "," Confirm "," HK$123.00 "," HK$0.00 "," HK$123 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1451664101 "," c4 "," 2 "," 1"," 12:43:36 "," 02/01/2016 "," 02/01/2016 "," Cancel "," HK$369.00 "," HK$0.00 "," HK$369 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1451834702 "," Jsjskss "," 82738393 "," Marcohung@gmail.com"," 23:25:36 "," 03/01/2016 "," 03/01/2016 "," Confirm "," HK$123.00 "," HK$0.00 "," HK$123 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1452242824 "," sfdsafds "," EAWFW "," foajeoiaw"," 16:47:20 "," 08/01/2016 "," 08/01/2016 "," Confirm "," HK$123.00 "," HK$0.00 "," HK$123 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1453187937 "," Test Bsi Test "," 09090909090 "," abhisekh.guchait@bestsoftinc.com"," 15:19:08 "," 19/01/2016 "," 19/01/2016 "," Confirm "," HK$123.00 "," HK$123.00 "," HK$0 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1453187632 "," Bsi Test efgh "," 09090909090 "," abhisekh.guchait@bestsoftinc.com"," 15:14:10 "," 19/01/2016 "," 19/01/2016 "," Confirm "," HK$123.00 "," HK$12.30 "," HK$110.7 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1453184573 "," Bsi Test abcd "," 09090909090 "," abhisekh.guchait@bestsoftinc.com"," 15:15:45 "," 19/01/2016 "," 19/01/2016 "," Confirm "," HK$400.00 "," HK$40.00 "," HK$360 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1453184297 "," Bsi Test Abhi "," 9090909090 "," abhisekh.guchait@bestsoftinc.com"," 14:19:20 "," 19/01/2016 "," 19/01/2016 "," Confirm "," HK$123.00 "," HK$0.00 "," HK$123 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1453287833 "," Bsi Test today "," 09090909090 "," abhisekh.guchait@bestsoftinc.com"," 19:05:16 "," 20/01/2016 "," 20/01/2016 "," Confirm "," HK$123.00 "," HK$123.00 "," HK$0 "," aaaaaaaaaaaaaaaaaaa"
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1453365879 "," Today Bsi Test "," 09080706050 "," abhisekh.guchait@bestsoftinc.com"," 19:27:37 "," 21/01/2016 "," 21/01/2016 "," Check Out "," HK$123.00 "," HK$24.60 "," HK$98.4 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1453364527 "," Today Bsi Test "," 09090909090 "," abhisekh.guchait@bestsoftinc.com"," 19:29:59 "," 21/01/2016 "," 21/01/2016 "," Check In "," HK$123.00 "," HK$24.60 "," HK$98.4 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1453343102 "," ds "," 123 "," marcohung@gmail.com"," 20:22:05 "," 21/01/2016 "," 21/01/2016 "," Cancel "," HK$123.00 "," HK$24.60 "," HK$98.4 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1453342227 "," dsaf "," dsaf "," fdsfdsads"," 20:22:34 "," 21/01/2016 "," 21/01/2016 "," Cancel "," HK$123.00 "," HK$123.00 "," HK$0 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1453341903 "," dsaf "," fds "," dsad"," 10:05:15 "," 21/01/2016 "," 21/01/2016 "," Check In "," HK$123.00 "," HK$123.00 "," HK$0 "," test  Test  test  Test"
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1453467883 "," Bsi Test "," 09090909090 "," abhisekh.guchait@bestsoftinc.com"," 21:04:52 "," 22/01/2016 "," 22/01/2016 "," Confirm "," HK$123.00 "," HK$24.60 "," HK$98.4 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1453467652 "," Bsi Test "," 09090909090 "," abhisekh.guchait@bestsoftinc.com"," 21:01:14 "," 22/01/2016 "," 22/01/2016 "," Confirm "," HK$123.00 "," HK$24.60 "," HK$98.4 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1453460320 "," Bsi Test "," 09090909090 "," abhisekh.guchait@bestsoftinc.com"," 18:58:49 "," 22/01/2016 "," 22/01/2016 "," Confirm "," HK$123.00 "," HK$24.60 "," HK$98.4 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1453436370 "," dsafdsfdsafdsa "," fdsafdas "," fdsfdsadsfdsa"," 12:19:39 "," 22/01/2016 "," 22/01/2016 "," Confirm "," HK$123.00 "," HK$24.60 "," HK$98.4 "," confirm test 20160131 1453"
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1453436146 "," dsafdsa "," fdsadfsa "," fdsafdsa"," 12:16:30 "," 22/01/2016 "," 22/01/2016 "," Cancel "," HK$123.00 "," HK$24.60 "," HK$98.4 "," test cancel 20160131 1452"
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1453435498 "," dsaf "," 123 "," marcohung@gmail.com"," 12:05:09 "," 22/01/2016 "," 22/01/2016 "," Confirm "," HK$123.00 "," HK$24.60 "," HK$98.4 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1453516879 "," ricky "," 91496161 "," afdslkj@jal.com"," 10:41:41 "," 23/01/2016 "," 23/01/2016 "," Confirm "," HK$123.00 "," HK$24.60 "," HK$98.4 "," ricky 201601311451"
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1453517020 "," Ricky "," 131365618 "," rickyyu85@gmail.com"," 10:44:02 "," 23/01/2016 "," 23/01/2016 "," Confirm "," HK$123.00 "," HK$24.60 "," HK$98.4 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1453517180 "," Test1 "," 123 "," Chrislaw3103@gmail.com"," 10:47:02 "," 23/01/2016 "," 23/01/2016 "," Confirm "," HK$400.00 "," HK$80.00 "," HK$320 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1453743843 "," ddd "," fads "," fads"," 01:44:16 "," 26/01/2016 "," 26/01/2016 "," Confirm "," HK$123.00 "," HK$24.60 "," HK$98.4 "," mmmmm test again 20160131 1442"
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1453888654 "," Bsi Test "," 09090909090 "," abhisekh.guchait@bestsoftinc.com"," 19:27:09 "," 27/01/2016 "," 27/01/2016 "," Confirm "," HK$123.00 "," HK$24.60 "," HK$98.4 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1453879972 "," Bsi Test "," 09090909090 "," abhisekh.guchait@bestsoftinc.com"," 15:57:49 "," 27/01/2016 "," 27/01/2016 "," Cancel "," HK$123.00 "," HK$24.60 "," HK$98.4 "," testing conform 20160131 1441"
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1454153387 "," Dk "," 112383 "," Rjrjrjee"," 19:30:13 "," 30/01/2016 "," 30/01/2016 "," Confirm "," HK$123.00 "," HK$24.60 "," HK$98.4 "," testing comment old test"
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1454220942 "," ccoo "," 123 "," marcohung@gmail.com"," 14:16:01 "," 31/01/2016 "," 31/01/2016 "," Confirm "," HK$123.00 "," HK$24.60 "," HK$98.4 "," active test 1456 20160204"
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1454221507 "," coo "," fads "," fdas"," 14:27:05 "," 31/01/2016 "," 31/01/2016 "," Cancel "," HK$123.00 "," HK$24.60 "," HK$98.4 "," testing 20160131 current test, cancel 20160204"
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1454221539 "," doo "," 123 "," marcohung@gmail.com"," 14:25:50 "," 31/01/2016 "," 31/01/2016 "," Check In "," HK$123.00 "," HK$24.60 "," HK$98.4 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1454416225 "," ikbal "," 9062038229 "," ikbalmondal@gmail.com"," 20:30:25 "," 02/02/2016 "," 01/02/2016 "," Confirm "," HK$123.00 "," HK$24.60 "," HK$98.4 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1454413415 "," ikbal Mondal "," 9062038229 "," ikbalmondal@gmail.com"," 19:43:36 "," 02/02/2016 "," 01/02/2016 "," Confirm "," HK$123.00 "," HK$24.60 "," HK$98.4 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1454313192 "," Bsi Test "," 09090909090 "," abhisekh.guchait@bestsoftinc.com"," 15:53:12 "," 01/02/2016 "," 01/02/2016 "," Confirm "," HK$123.00 "," HK$24.60 "," HK$98.4 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1454310549 "," Bsi Test "," 09090909090 "," abhisekh.guchait@bestsoftinc.com"," 15:13:50 "," 01/02/2016 "," 01/02/2016 "," Cancel "," HK$123.00 "," HK$24.60 "," HK$98.4 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1454494815 "," ddfsfsa "," fdsadfsa "," fdsadfsa"," 18:20:15 "," 03/02/2016 "," 03/02/2016 "," Check In "," HK$123.00 "," HK$24.60 "," HK$98.4 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1454659122 "," l "," 98505506 "," l@l.c"," 15:58:42 "," 05/02/2016 "," 05/02/2016 "," Confirm "," HK$123.00 "," HK$24.60 "," HK$98.4 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1454775091 "," ,m,m "," wer "," marcohung@gmail.com"," 00:11:31 "," 07/02/2016 "," 06/02/2016 "," Confirm "," HK$333.00 "," HK$66.60 "," HK$266.4 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1454733018 "," 12 "," 123 "," 123"," 12:30:18 "," 06/02/2016 "," 06/02/2016 "," Confirm "," HK$123.00 "," HK$24.60 "," HK$98.4 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1454730582 "," Aa "," A "," A"," 11:49:42 "," 06/02/2016 "," 06/02/2016 "," Confirm "," HK$123.00 "," HK$24.60 "," HK$98.4 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1454730406 "," lkmdsadm "," jfdslkf "," jfslkfj"," 11:46:46 "," 06/02/2016 "," 06/02/2016 "," Confirm "," HK$123.00 "," HK$24.60 "," HK$98.4 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1454730377 "," sdjfidsj "," jj "," lksajfl"," 11:46:17 "," 06/02/2016 "," 06/02/2016 "," Confirm "," HK$123.00 "," HK$24.60 "," HK$98.4 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1455084933 "," Djdjd "," Fjdjjddd "," Djdjjdd"," 14:15:33 "," 10/02/2016 "," 10/02/2016 "," Confirm "," HK$123.00 "," HK$24.60 "," HK$98.4 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1455088464 "," fdsafs "," fsdfad "," fdsafdsa"," 15:14:24 "," 10/02/2016 "," 10/02/2016 "," Confirm "," HK$333.00 "," HK$66.60 "," HK$266.4 "," "
